bounce_frame,tx1,ty1,tx2,ty2,tx3,ty3,tx4,ty4,vx_before,vy_before,bounce_x,bounce_y,height_category
26775,525,611,1262,607,1405,779,400,790,-1484.1016,914.1333,1062,654,low
26848,525,611,1262,607,1405,779,400,790,-768.24866,134.9006,575,619,mid
27257,525,611,1262,607,1405,779,400,790,1973.6328,879.6826,597,631,low
27301,525,611,1262,607,1405,779,400,790,1703.144,271.18994,1219,709,low
27372,525,611,1262,607,1405,779,400,790,-1547.2985,-150.35156,565,609,high
27428,525,611,1262,607,1405,779,400,790,487.01996,203.10692,868,696,low
27766,525,611,1262,607,1405,779,400,790,342.54395,324.74365,1187,697,low
28751,525,611,1262,607,1405,779,400,790,-2986.5671,455.97653,1265,749,low
28799,525,611,1262,607,1405,779,400,790,-1615.4204,-226.28607,640,654,low
28887,525,611,1262,607,1405,779,400,790,1343.0153,205.6804,1188,654,low
29592,525,611,1262,607,1405,779,400,790,1745.0391,1006.6748,739,732,low
29653,525,611,1262,607,1405,779,400,790,1103.2916,42.836998,1297,747,mid
30402,525,611,1262,607,1405,779,400,790,-1961.4712,-167.13242,524,692,high
30478,525,611,1262,607,1405,779,400,790,1552.4124,281.02432,1050,714,low
30564,525,611,1262,607,1405,779,400,790,-1367.86,158.52438,698,731,low
30644,525,611,1262,607,1405,779,400,790,1506.0076,75.643486,1112,667,low
30728,525,611,1262,607,1405,779,400,790,-2520.7146,461.56873,525,735,high
30777,525,611,1262,607,1405,779,400,790,284.51385,-16.412457,885,634,low
32545,525,611,1262,607,1405,779,400,790,1978.0034,627.3252,630,626,low
32587,525,611,1262,607,1405,779,400,790,1576.8843,80.04295,1162,633,low
32688,525,611,1262,607,1405,779,400,790,-1908.9187,125.44006,572,652,high
32754,525,611,1262,607,1405,779,400,790,1659.8469,140.89252,1327,683,high
32811,525,611,1262,607,1405,779,400,790,-1083.4929,83.08594,716,717,high
33474,525,611,1262,607,1405,779,400,790,-1607.4512,755.82764,1194,656,low
33534,525,611,1262,607,1405,779,400,790,-1068.9508,-71.82886,660,628,low
33809,525,611,1262,607,1405,779,400,790,1915.8169,825.2737,575,677,low
33859,525,611,1262,607,1405,779,400,790,1581.1918,190.30518,1210,710,low
33948,525,611,1262,607,1405,779,400,790,-1807.5493,42.954243,583,649,high
34006,525,611,1262,607,1405,779,400,790,952.9362,50.945156,1089,663,low
34107,525,611,1262,607,1405,779,400,790,-2576.109,192.84668,429,734,mid
38952,525,611,1262,607,1405,779,400,790,-2512.6514,279.4588,1208,665,low
39002,525,611,1262,607,1405,779,400,790,-1621.4819,-74.82422,606,613,low
39078,525,611,1262,607,1405,779,400,790,1541.6279,224.97247,1182,641,high
39114,525,611,1262,607,1405,779,400,790,-414.97482,287.34833,659,671,high
39576,525,611,1262,607,1405,779,400,790,1080.7397,807.42017,1075,685,low
39912,525,611,1262,607,1405,779,400,790,-2010.0342,629.4458,1216,706,low
39959,525,611,1262,607,1405,779,400,790,-1497.7695,109.52725,650,740,low
40041,525,611,1262,607,1405,779,400,790,1655.9764,3.264054,1127,700,low
40116,525,611,1262,607,1405,779,400,790,-1645.274,114.92381,662,668,low
40199,525,611,1262,607,1405,779,400,790,2891.1895,234.97649,1233,675,high
41537,525,611,1262,607,1405,779,400,790,1614.7584,517.58167,636,617,low
41592,525,611,1262,607,1405,779,400,790,1178.9165,66.40705,1165,629,low
41666,525,611,1262,607,1405,779,400,790,-1699.0038,183.90567,559,661,mid
41741,525,611,1262,607,1405,779,400,790,2947.9075,417.56412,1340,735,high
41809,525,611,1262,607,1405,779,400,790,-1788.617,6.0239835,653,702,low
41894,525,611,1262,607,1405,779,400,790,4206.2563,152.40585,1214,627,high
41969,525,611,1262,607,1405,779,400,790,-2233.0923,357.37964,929,681,low
42314,525,611,1262,607,1405,779,400,790,-609.8877,271.5381,636,729,low
43204,525,611,1262,607,1405,779,400,790,2244.8535,879.6289,580,611,low
43249,525,611,1262,607,1405,779,400,790,1966.8667,330.08713,1315,722,high
43321,525,611,1262,607,1405,779,400,790,-1613.8243,-64.6371,588,659,low
43388,525,611,1262,607,1405,779,400,790,1394.966,-42.958157,1242,606,high
43556,525,611,1262,607,1405,779,400,790,1303.591,687.5929,1127,726,low
44856,525,611,1262,607,1405,779,400,790,-2845.3857,661.09375,1287,744,low
44899,525,611,1262,607,1405,779,400,790,-1944.9656,-82.10386,620,701,low
44965,525,611,1262,607,1405,779,400,790,1233.3855,-1.2291032,1173,669,low
45814,525,611,1262,607,1405,779,400,790,1126.5674,719.6387,625,677,low
45878,525,611,1262,607,1405,779,400,790,917.85657,67.42787,1121,680,low
46150,525,611,1262,607,1405,779,400,790,-2341.0974,320.48526,1143,663,low
46193,525,611,1262,607,1405,779,400,790,-1726.282,27.972107,596,645,low
46274,525,611,1262,607,1405,779,400,790,2153.8696,460.0766,1351,771,mid
46335,525,611,1262,607,1405,779,400,790,-1548.0525,-257.2699,594,651,mid
46842,525,611,1262,607,1405,779,400,790,-713.67773,100.61157,775,630,low
46903,525,611,1262,607,1405,779,400,790,-299.30518,-27.916569,619,612,low
48869,525,611,1262,607,1405,779,400,790,1547.8479,757.4219,550,616,low
48936,525,611,1262,607,1405,779,400,790,1077.2802,115.52887,1163,641,low
49023,525,611,1262,607,1405,779,400,790,-1469.0881,134.67856,572,632,mid
49097,525,611,1262,607,1405,779,400,790,3683.902,708.45026,1334,741,mid
49151,525,611,1262,607,1405,779,400,790,-469.22855,45.179504,921,705,low
49204,525,611,1262,607,1405,779,400,790,70.076294,73.46244,1010,729,low
49304,525,611,1262,607,1405,779,400,790,-234.14551,476.2329,875,736,low
49344,525,611,1262,607,1405,779,400,790,-169.60507,37.356922,820,737,low
50116,525,611,1262,607,1405,779,400,790,1621.0702,481.71997,659,615,low
50161,525,611,1262,607,1405,779,400,790,1279.8235,174.21709,1105,648,low
50237,525,611,1262,607,1405,779,400,790,-1279.7913,207.4118,694,627,low
50323,525,611,1262,607,1405,779,400,790,2287.8694,452.5868,1258,720,high
50602,525,611,1262,607,1405,779,400,790,1892.265,589.15247,602,680,low
50655,525,611,1262,607,1405,779,400,790,1324.3472,123.22344,1173,709,low
51217,525,611,1262,607,1405,779,400,790,-2309.7493,335.06998,1205,663,low
51266,525,611,1262,607,1405,779,400,790,-1555.8053,-21.93111,633,629,low
51341,525,611,1262,607,1405,779,400,790,2576.1233,456.63556,1377,727,low
51394,525,611,1262,607,1405,779,400,790,-1230.7208,-82.14948,714,660,low
51495,525,611,1262,607,1405,779,400,790,1198.1863,365.74765,1192,623,low
51547,525,611,1262,607,1405,779,400,790,-1041.7582,173.92783,656,699,high
51622,525,611,1262,607,1405,779,400,790,2267.6997,641.9958,1262,712,high
51687,525,611,1262,607,1405,779,400,790,-1151.822,-47.212536,776,665,low
51832,525,611,1262,607,1405,779,400,790,850.0214,613.2987,1188,689,low
52559,525,611,1262,607,1405,779,400,790,1354.082,1273.3325,544,750,low
53015,525,611,1262,607,1405,779,400,790,-3218.3447,500.12695,1341,717,low
53058,525,611,1262,607,1405,779,400,790,-2287.4949,-126.89209,564,655,high
53112,525,611,1262,607,1405,779,400,790,1289.2893,103.968575,1249,697,high
54519,525,611,1262,607,1405,779,400,790,1973.7604,562.2009,600,610,low
54564,525,611,1262,607,1405,779,400,790,1591.7891,175.24945,1175,655,low
54643,525,611,1262,607,1405,779,400,790,-1657.7993,-2.784917,695,640,low
54730,525,611,1262,607,1405,779,400,790,2381.007,451.4686,1365,743,mid
54785,525,611,1262,607,1405,779,400,790,-770.2277,-72.71573,923,680,low
55032,525,611,1262,607,1405,779,400,790,-1599.1943,676.5625,1167,619,low
55081,525,611,1262,607,1405,779,400,790,-1288.6696,89.54224,655,643,low
55537,525,611,1262,607,1405,779,400,790,1483.5011,704.8081,574,624,low
55592,525,611,1262,607,1405,779,400,790,1350.8188,237.99785,1196,715,low
55671,525,611,1262,607,1405,779,400,790,-1721.8265,-42.6924,660,655,low
55751,525,611,1262,607,1405,779,400,790,2564.6323,156.30762,1267,619,high
55798,525,611,1262,607,1405,779,400,790,-1085.4066,326.61572,477,730,high
57786,525,611,1262,607,1405,779,400,790,1306.895,631.18616,659,625,low
57838,525,611,1262,607,1405,779,400,790,1014.37445,202.31116,1095,699,low
58157,525,611,1262,607,1405,779,400,790,-3045.879,499.48975,1315,728,low
58201,525,611,1262,607,1405,779,400,790,-2014.536,-173.96422,613,651,low
58270,525,611,1262,607,1405,779,400,790,1605.3224,205.95107,1343,708,high
58324,525,611,1262,607,1405,779,400,790,-1222.903,22.107063,676,696,mid
58392,525,611,1262,607,1405,779,400,790,1199.953,-0.35640392,1136,646,high
58457,525,611,1262,607,1405,779,400,790,-739.0236,79.19628,919,653,low
59199,525,611,1262,607,1405,779,400,790,-2431.192,362.6376,1230,667,low
59250,525,611,1262,607,1405,779,400,790,-1619.669,-38.55233,604,631,low
59309,525,611,1262,607,1405,779,400,790,1100.3545,129.31082,1179,691,high
59379,525,611,1262,607,1405,779,400,790,-1828.6978,77.3579,495,709,high
59444,525,611,1262,607,1405,779,400,790,1585.0714,-1372.2249,1185,614,high
59507,525,611,1262,607,1405,779,400,790,-1175.9431,85.18364,677,638,low
60046,525,611,1262,607,1405,779,400,790,-924.693,1442.7228,852,669,low
61004,525,611,1262,607,1405,779,400,790,1443.6603,588.34045,616,612,low
61055,525,611,1262,607,1405,779,400,790,1167.6924,103.79178,1103,635,low
61123,525,611,1262,607,1405,779,400,790,-1222.0319,204.1225,548,717,mid
62023,525,611,1262,607,1405,779,400,790,-1272.2155,1429.5682,726,704,low
62844,525,611,1262,607,1405,779,400,790,2216.6316,543.74084,567,613,low
62888,525,611,1262,607,1405,779,400,790,1750.1724,169.54117,1193,658,low
62969,525,611,1262,607,1405,779,400,790,-1632.427,-60.026222,711,613,low
63050,525,611,1262,607,1405,779,400,790,1227.9164,462.10446,1096,754,low
63136,525,611,1262,607,1405,779,400,790,-1565.3334,-164.34758,585,654,low
64157,525,611,1262,607,1405,779,400,790,-2349.938,308.0835,1212,660,low
64208,525,611,1262,607,1405,779,400,790,-1453.0831,-79.954155,620,619,low
64275,525,611,1262,607,1405,779,400,790,1377.6034,232.57199,1274,713,high
64356,525,611,1262,607,1405,779,400,790,-703.8257,470.23682,653,679,low
65433,525,611,1262,607,1405,779,400,790,-3210.3926,92.868164,1233,716,low
65477,525,611,1262,607,1405,779,400,790,-1941.48,-261.40796,579,616,mid
65551,525,611,1262,607,1405,779,400,790,1726.5095,322.57407,1327,691,high
65591,525,611,1262,607,1405,779,400,790,-808.81696,234.69006,630,677,high
68376,525,611,1262,607,1405,779,400,790,1851.5898,779.16864,586,620,low
68421,525,611,1262,607,1405,779,400,790,1695.0697,410.1144,1225,759,low
68511,525,611,1262,607,1405,779,400,790,-1574.2167,-185.81195,705,688,low
69303,525,611,1262,607,1405,779,400,790,1492.955,658.3639,598,618,low
69352,525,611,1262,607,1405,779,400,790,1223.9515,269.0621,1083,700,low
69434,525,611,1262,607,1405,779,400,790,-1423.6128,-68.54691,608,648,low
69501,525,611,1262,607,1405,779,400,790,1251.2493,25.399025,1199,628,high
69563,525,611,1262,607,1405,779,400,790,-1305.8667,80.9824,587,671,high
69624,525,611,1262,607,1405,779,400,790,1116.3903,-51.065693,1143,645,high
69709,525,611,1262,607,1405,779,400,790,-2334.1077,429.59433,500,724,high
69781,525,611,1262,607,1405,779,400,790,1695.7941,142.25992,1180,719,high
69884,525,611,1262,607,1405,779,400,790,-2001.1842,868.0158,590,673,mid
70595,525,611,1262,607,1405,779,400,790,1104.3805,1047.226,1022,682,low
71706,525,611,1262,607,1405,779,400,790,-2792.0908,246.55333,1264,742,low
71756,525,611,1262,607,1405,779,400,790,-1691.9359,-189.28305,603,656,low
72185,525,611,1262,607,1405,779,400,790,-729.73773,1299.846,804,630,low
73144,525,611,1262,607,1405,779,400,790,1927.6034,557.82074,633,622,low
73201,525,611,1262,607,1405,779,400,790,585.63434,86.333176,877,654,low
