bounce_frame,tx1,ty1,tx2,ty2,tx3,ty3,tx4,ty4,vx_before,vy_before,bounce_x,bounce_y,height_category
15558,565,592,1319,586,1484,764,440,780,1586.1014,184.19363,1284,664,low
15624,565,592,1319,586,1484,764,440,780,-1289.7292,-67.255196,692,613,low
15705,565,592,1319,586,1484,764,440,780,1772.2836,523.9808,1375,694,mid
15775,565,592,1319,586,1484,764,440,780,-1629.577,-27.560911,638,657,low
15896,565,592,1319,586,1484,764,440,780,478.40332,980.022,1323,736,low
17187,565,592,1319,586,1484,764,440,780,2032.583,493.6499,635,644,low
17235,565,592,1319,586,1484,764,440,780,1476.0481,-64.31094,1200,599,low
17308,565,592,1319,586,1484,764,440,780,-1519.2803,413.61987,746,624,low
17380,565,592,1319,586,1484,764,440,780,414.36234,549.4902,949,660,low
17984,565,592,1319,586,1484,764,440,780,2214.641,806.29395,580,613,low
18033,565,592,1319,586,1484,764,440,780,1814.7037,150.14606,1314,649,mid
18076,565,592,1319,586,1484,764,440,780,-1546.0997,35.518238,646,604,high
18140,565,592,1319,586,1484,764,440,780,1266.7631,81.711464,1219,623,mid
18187,565,592,1319,586,1484,764,440,780,-818.2441,80.98755,1512,803,low
18260,565,592,1319,586,1484,764,440,780,1550.7014,588.0793,1267,622,low
18316,565,592,1319,586,1484,764,440,780,-982.91846,28.361237,712,614,low
19662,565,592,1319,586,1484,764,440,780,-2340.713,459.78516,1329,705,low
19712,565,592,1319,586,1484,764,440,780,-1386.3258,-142.62299,779,634,low
19788,565,592,1319,586,1484,764,440,780,1552.6019,534.7395,1260,688,low
19859,565,592,1319,586,1484,764,440,780,-1540.5603,-17.294218,622,675,low
19930,565,592,1319,586,1484,764,440,780,1355.3358,-62.879658,1206,601,high
19978,565,592,1319,586,1484,764,440,780,10.807071,319.99622,989,723,low
21118,565,592,1319,586,1484,764,440,780,-2196.704,826.8286,1397,740,low
21168,565,592,1319,586,1484,764,440,780,-1495.771,36.77117,803,744,low
21254,565,592,1319,586,1484,764,440,780,1315.6051,161.28253,1280,644,low
22845,565,592,1319,586,1484,764,440,780,1760.3931,530.17334,662,630,low
22895,565,592,1319,586,1484,764,440,780,1375.3071,42.176582,1222,632,low
22972,565,592,1319,586,1484,764,440,780,-1504.7883,262.74365,577,621,high
23037,565,592,1319,586,1484,764,440,780,1556.1105,153.65565,1327,675,low
23116,565,592,1319,586,1484,764,440,780,-411.41846,395.24658,846,622,low
23160,565,592,1319,586,1484,764,440,780,-113.385445,-3.5372858,813,609,low
24032,565,592,1319,586,1484,764,440,780,2202.705,651.77734,620,636,low
24077,565,592,1319,586,1484,764,440,780,1780.2019,97.20657,1274,651,mid
25434,565,592,1319,586,1484,764,440,780,-2508.0225,497.69287,1309,708,low
25479,565,592,1319,586,1484,764,440,780,-1530.0769,-130.23636,764,648,low
25572,565,592,1319,586,1484,764,440,780,1517.1478,511.3482,1425,724,mid
25619,565,592,1319,586,1484,764,440,780,-1733.6174,-89.93569,635,671,high
25666,565,592,1319,586,1484,764,440,780,565.2759,103.94469,1206,682,high
27013,565,592,1319,586,1484,764,440,780,-2069.541,789.5581,1414,728,low
27066,565,592,1319,586,1484,764,440,780,-1390.9663,27.385386,830,728,low
27143,565,592,1319,586,1484,764,440,780,1391.6284,83.60433,1220,616,low
27222,565,592,1319,586,1484,764,440,780,-1299.3958,317.73724,675,594,low
27303,565,592,1319,586,1484,764,440,780,1636.3488,509.67422,1300,663,mid
27371,565,592,1319,586,1484,764,440,780,-1378.8435,4.3886967,706,652,low
28536,565,592,1319,586,1484,764,440,780,2045.5956,791.16205,599,679,low
28583,565,592,1319,586,1484,764,440,780,1778.956,91.31133,1289,693,low
28646,565,592,1319,586,1484,764,440,780,-1111.8938,-79.69855,762,652,low
28722,565,592,1319,586,1484,764,440,780,1499.6663,449.98654,1163,683,low
28798,565,592,1319,586,1484,764,440,780,-1490.007,169.85501,711,617,low
28872,565,592,1319,586,1484,764,440,780,1779.6871,633.2509,1237,707,low
28944,565,592,1319,586,1484,764,440,780,-1622.9674,-87.74215,585,659,mid
29006,565,592,1319,586,1484,764,440,780,742.9033,-61.34145,932,621,low
30139,565,592,1319,586,1484,764,440,780,2045.5835,965.0781,624,626,low
30185,565,592,1319,586,1484,764,440,780,1836.5609,268.86356,1330,703,mid
30228,565,592,1319,586,1484,764,440,780,-185.91089,26.760584,990,643,low
31262,565,592,1319,586,1484,764,440,780,-2613.3936,537.5488,1388,722,low
31311,565,592,1319,586,1484,764,440,780,-1610.0923,-127.949875,764,659,low
31406,565,592,1319,586,1484,764,440,780,1520.5602,533.11414,1430,734,mid
31471,565,592,1319,586,1484,764,440,780,-1556.9803,-211.87375,703,622,low
31579,565,592,1319,586,1484,764,440,780,1156.4452,381.96573,1185,588,low
31638,565,592,1319,586,1484,764,440,780,-846.5516,256.11105,754,726,low
31697,565,592,1319,586,1484,764,440,780,321.91718,-111.6957,928,659,low
34922,565,592,1319,586,1484,764,440,780,1528.8867,804.3799,659,627,low
34969,565,592,1319,586,1484,764,440,780,1275.5996,267.50876,1165,718,low
35046,565,592,1319,586,1484,764,440,780,-1417.5248,8.958605,688,624,low
35110,565,592,1319,586,1484,764,440,780,1115.5942,130.98322,1225,670,low
35200,565,592,1319,586,1484,764,440,780,-1580.5475,280.48068,660,647,low
35266,565,592,1319,586,1484,764,440,780,896.499,28.81273,1059,635,low
36563,565,592,1319,586,1484,764,440,780,1452.5682,485.59567,647,598,low
36611,565,592,1319,586,1484,764,440,780,1116.5588,39.50813,1085,601,low
37305,565,592,1319,586,1484,764,440,780,-2249.2383,422.93457,1306,670,low
37360,565,592,1319,586,1484,764,440,780,-1482.197,-69.02546,651,633,low
37419,565,592,1319,586,1484,764,440,780,842.1328,4.006844,1085,630,low
37512,565,592,1319,586,1484,764,440,780,-1272.4711,413.9169,663,654,low
38702,565,592,1319,586,1484,764,440,780,-3046.582,329.80713,1402,706,low
38750,565,592,1319,586,1484,764,440,780,-1913.139,-100.18239,673,665,low
38804,565,592,1319,586,1484,764,440,780,392.36957,176.4858,920,735,low
39984,565,592,1319,586,1484,764,440,780,1656.7554,684.8242,619,608,low
40031,565,592,1319,586,1484,764,440,780,1301.4371,191.69853,1128,667,low
40107,565,592,1319,586,1484,764,440,780,-1561.5264,156.44405,715,652,low
40180,565,592,1319,586,1484,764,440,780,1171.3433,376.4104,1150,632,low
40234,565,592,1319,586,1484,764,440,780,-304.75742,193.35411,985,709,low
41489,565,592,1319,586,1484,764,440,780,1670.0122,566.1548,601,608,low
41536,565,592,1319,586,1484,764,440,780,1326.6556,100.13936,1115,633,low
41590,565,592,1319,586,1484,764,440,780,-199.54495,53.92877,335,623,low
42051,565,592,1319,586,1484,764,440,780,-2340.796,545.76904,1259,643,low
42102,565,592,1319,586,1484,764,440,780,-1638.283,70.02225,587,668,low
42182,565,592,1319,586,1484,764,440,780,1410.5232,498.77072,1402,739,mid
43005,565,592,1319,586,1484,764,440,780,-2409.087,458.833,1254,690,low
43055,565,592,1319,586,1484,764,440,780,-1651.0745,-38.96802,586,670,low
43113,565,592,1319,586,1484,764,440,780,988.8825,-75.17293,1102,624,low
43199,565,592,1319,586,1484,764,440,780,-1518.8167,362.61304,623,640,low
43243,565,592,1319,586,1484,764,440,780,740.50446,50.596695,1198,596,high
44310,565,592,1319,586,1484,764,440,780,1701.687,605.2539,588,605,low
44360,565,592,1319,586,1484,764,440,780,1369.213,145.52187,1155,648,low
44412,565,592,1319,586,1484,764,440,780,-197.14922,49.229424,980,635,low
45292,565,592,1319,586,1484,764,440,780,1600.7202,802.84424,611,619,low
45339,565,592,1319,586,1484,764,440,780,1355.9375,281.97202,1150,711,low
46727,565,592,1319,586,1484,764,440,780,-2744.6875,413.73535,1309,703,low
46775,565,592,1319,586,1484,764,440,780,-1795.6166,-40.189568,619,687,low
46857,565,592,1319,586,1484,764,440,780,1521.2046,458.83374,1295,712,low
46924,565,592,1319,586,1484,764,440,780,-1450.9895,-81.37952,633,654,low
46982,565,592,1319,586,1484,764,440,780,1025.0243,-112.60775,1165,591,low
47065,565,592,1319,586,1484,764,440,780,-1797.3932,874.0564,828,667,low
47106,565,592,1319,586,1484,764,440,780,827.96783,420.91443,1423,757,high
48246,565,592,1319,586,1484,764,440,780,-2350.8105,584.3164,1284,669,low
48302,565,592,1319,586,1484,764,440,780,-1641.2426,24.889557,541,676,high
48363,565,592,1319,586,1484,764,440,780,1357.1853,105.88325,1236,726,high
48411,565,592,1319,586,1484,764,440,780,-391.33945,50.50508,709,671,low
48469,565,592,1319,586,1484,764,440,780,1272.3933,38.911587,1391,684,high
48498,565,592,1319,586,1484,764,440,780,440.3514,302.03476,1007,705,low
48561,565,592,1319,586,1484,764,440,780,498.09814,18.58274,1205,667,low
51398,565,592,1319,586,1484,764,440,780,2048.1738,690.47363,653,631,low
51443,565,592,1319,586,1484,764,440,780,1785.4296,117.397,1314,653,high
51497,565,592,1319,586,1484,764,440,780,-982.98236,13.147615,787,657,low
52837,565,592,1319,586,1484,764,440,780,1937.6733,649.31396,656,623,low
52880,565,592,1319,586,1484,764,440,780,1719.2615,122.977615,1265,646,low
53667,565,592,1319,586,1484,764,440,780,1833.1958,570.1001,665,627,low
53717,565,592,1319,586,1484,764,440,780,1485.6372,81.945984,1272,645,low
53781,565,592,1319,586,1484,764,440,780,-1466.2607,190.29288,579,745,mid
53830,565,592,1319,586,1484,764,440,780,1165.2435,106.833206,1444,700,high
54544,565,592,1319,586,1484,764,440,780,-2384.5605,499.1455,1313,707,low
54591,565,592,1319,586,1484,764,440,780,-1365.6376,-169.41519,807,630,low
54674,565,592,1319,586,1484,764,440,780,1610.368,534.5594,1397,716,mid
54731,565,592,1319,586,1484,764,440,780,-1293.0538,-80.37424,706,667,low
56015,565,592,1319,586,1484,764,440,780,-2657.7637,577.4927,1374,723,low
56061,565,592,1319,586,1484,764,440,780,-1717.3396,-94.41306,749,675,low
57379,565,592,1319,586,1484,764,440,780,1954.4531,1002.65625,571,643,low
57428,565,592,1319,586,1484,764,440,780,1882.2438,269.8366,1348,725,mid
57476,565,592,1319,586,1484,764,440,780,-1493.1882,-88.45157,633,678,high
58878,565,592,1319,586,1484,764,440,780,1858.1323,649.4385,645,636,low
58928,565,592,1319,586,1484,764,440,780,1586.6272,120.14538,1299,668,low
58986,565,592,1319,586,1484,764,440,780,-922.8661,46.738323,819,692,low
60521,565,592,1319,586,1484,764,440,780,-2254.585,420.41016,1342,704,low
60569,565,592,1319,586,1484,764,440,780,-1400.8767,-159.6032,808,630,low
60652,565,592,1319,586,1484,764,440,780,1484.6777,537.152,1346,710,low
60715,565,592,1319,586,1484,764,440,780,-1230.281,-132.67499,761,649,low
60808,565,592,1319,586,1484,764,440,780,1346.3104,458.02917,1183,641,low
60870,565,592,1319,586,1484,764,440,780,-1208.3821,196.79692,585,751,low
60918,565,592,1319,586,1484,764,440,780,608.68066,76.37993,1310,684,high
63063,565,592,1319,586,1484,764,440,780,-2589.36,639.1845,1417,725,low
63112,565,592,1319,586,1484,764,440,780,-1616.1418,-116.87313,781,674,low
64636,565,592,1319,586,1484,764,440,780,2121.7456,610.6274,552,638,low
64691,565,592,1319,586,1484,764,440,780,1777.2872,238.94022,1370,732,mid
64735,565,592,1319,586,1484,764,440,780,-1704.119,-127.55781,624,665,high
64787,565,592,1319,586,1484,764,440,780,1045.0614,163.35788,1330,725,mid
64830,565,592,1319,586,1484,764,440,780,-612.3257,97.09654,639,669,mid
64889,565,592,1319,586,1484,764,440,780,1240.9904,-114.137146,1273,607,high
64932,565,592,1319,586,1484,764,440,780,-357.3619,173.9158,756,634,high
66369,565,592,1319,586,1484,764,440,780,2115.3345,728.93066,620,626,low
66418,565,592,1319,586,1484,764,440,780,1631.1488,79.35284,1271,634,low
66502,565,592,1319,586,1484,764,440,780,-1403.9062,372.78632,654,632,low
66566,565,592,1319,586,1484,764,440,780,1165.5139,-38.959007,1217,594,high
68027,565,592,1319,586,1484,764,440,780,-2193.1982,787.7759,1406,729,low
68076,565,592,1319,586,1484,764,440,780,-1593.9373,51.12516,783,738,low
68151,565,592,1319,586,1484,764,440,780,1533.794,247.1399,1222,677,low
68231,565,592,1319,586,1484,764,440,780,-857.124,270.3589,634,595,low
68303,565,592,1319,586,1484,764,440,780,1117.8704,239.33797,1149,677,low
68375,565,592,1319,586,1484,764,440,780,-1142.5122,-28.124628,694,647,low
68456,565,592,1319,586,1484,764,440,780,1729.8468,482.5131,1389,703,high
69817,565,592,1319,586,1484,764,440,780,-2824.6143,331.18408,1345,710,low
69876,565,592,1319,586,1484,764,440,780,-1372.8429,-190.63339,678,621,low
69973,565,592,1319,586,1484,764,440,780,1206.5698,649.59357,1287,715,low
70395,565,592,1319,586,1484,764,440,780,-2756.294,413.5083,1360,713,low
70443,565,592,1319,586,1484,764,440,780,-1560.2583,-194.73058,771,627,low
70530,565,592,1319,586,1484,764,440,780,1559.7009,518.3291,1317,693,low
70598,565,592,1319,586,1484,764,440,780,-1634.7644,-133.18007,621,623,low
70671,565,592,1319,586,1484,764,440,780,1675.7069,542.55194,1306,694,low
72157,565,592,1319,586,1484,764,440,780,2099.0186,611.40625,660,622,low
72210,565,592,1319,586,1484,764,440,780,1590.9845,52.856403,1341,625,high
72302,565,592,1319,586,1484,764,440,780,-1862.3524,626.81055,587,655,high
72889,565,592,1319,586,1484,764,440,780,1721.7432,529.3286,663,624,low
72939,565,592,1319,586,1484,764,440,780,1411.6046,48.949966,1238,627,low
73084,565,592,1319,586,1484,764,440,780,1547.5272,727.3888,1283,739,low
73154,565,592,1319,586,1484,764,440,780,-1314.0637,-204.88583,731,626,low
73242,565,592,1319,586,1484,764,440,780,1641.9983,562.9494,1297,686,mid
73307,565,592,1319,586,1484,764,440,780,-1389.821,-106.30073,660,628,low
73382,565,592,1319,586,1484,764,440,780,1640.2354,502.4287,1263,676,low
73455,565,592,1319,586,1484,764,440,780,-1375.9045,117.366936,634,587,low
74804,565,592,1319,586,1484,764,440,780,2132.8906,613.8623,639,658,low
74851,565,592,1319,586,1484,764,440,780,1781.0162,54.325638,1320,654,mid
75842,565,592,1319,586,1484,764,440,780,-2674.9512,414.54834,1366,716,low
75887,565,592,1319,586,1484,764,440,780,-1724.7164,-155.49362,752,648,low
75972,565,592,1319,586,1484,764,440,780,1685.2814,536.97144,1405,724,mid
76035,565,592,1319,586,1484,764,440,780,-1588.4635,-190.07042,643,641,low
77600,565,592,1319,586,1484,764,440,780,-1708.7582,-151.93031,764,677,low
78852,565,592,1319,586,1484,764,440,780,1905.4956,610.8667,666,638,low
78901,565,592,1319,586,1484,764,440,780,1629.064,141.41588,1325,676,low
78964,565,592,1319,586,1484,764,440,780,-1208.5751,4.9396806,779,683,low
79041,565,592,1319,586,1484,764,440,780,1607.9336,178.64473,1243,634,low
79122,565,592,1319,586,1484,764,440,780,-1364.8584,335.8449,562,631,high
79190,565,592,1319,586,1484,764,440,780,1543.0809,173.71384,1290,680,mid
79329,565,592,1319,586,1484,764,440,780,1473.5469,249.41534,1303,683,low
79400,565,592,1319,586,1484,764,440,780,-1451.8279,0.6472623,707,669,low
80295,565,592,1319,586,1484,764,440,780,2314.292,651.1035,594,625,low
80340,565,592,1319,586,1484,764,440,780,1905.313,198.92944,1303,680,mid
80389,565,592,1319,586,1484,764,440,780,-911.7973,5.409991,677,639,mid
