bounce_frame,tx1,ty1,tx2,ty2,tx3,ty3,tx4,ty4,vx_before,vy_before,bounce_x,bounce_y,height_category
18391,510,525,1296,539,1436,660,310,640,1039.9786,75.05487,1062,615,low
18471,510,525,1296,539,1436,660,310,640,-1432.5885,93.61203,763,569,low
18555,510,525,1296,539,1436,660,310,640,1336.0167,254.49757,1134,599,low
18613,510,525,1296,539,1436,660,310,640,-1323.789,104.8884,425,633,mid
18720,510,525,1296,539,1436,660,310,640,2196.1248,937.26996,1200,633,low
18782,510,525,1296,539,1436,660,310,640,-667.087,-79.66763,907,577,low
18815,510,525,1296,539,1436,660,310,640,-749.9985,203.56387,933,558,low
18849,510,525,1296,539,1436,660,310,640,-31.97158,-21.803205,900,543,low
20674,510,525,1296,539,1436,660,310,640,-335.8667,725.99365,983,551,low
20730,510,525,1296,539,1436,660,310,640,-310.15732,44.16715,839,551,low
20781,510,525,1296,539,1436,660,310,640,-264.75192,42.489964,722,552,low
20828,510,525,1296,539,1436,660,310,640,-235.13731,47.382275,625,554,low
22505,510,525,1296,539,1436,660,310,640,1950.1171,535.13306,600,526,low
22552,510,525,1296,539,1436,660,310,640,1394.8451,132.22678,1099,561,low
22603,510,525,1296,539,1436,660,310,640,-610.3038,47.4808,688,537,low
23200,510,525,1296,539,1436,660,310,640,-1390.0635,1144.9146,1274,596,low
23272,510,525,1296,539,1436,660,310,640,-890.0117,123.65099,703,555,low
23349,510,525,1296,539,1436,660,310,640,380.1709,553.1128,488,532,mid
24586,510,525,1296,539,1436,660,310,640,1818.7373,549.0209,666,537,low
24631,510,525,1296,539,1436,660,310,640,1434.8286,224.77238,1148,598,low
24698,510,525,1296,539,1436,660,310,640,-1336.1765,-71.8049,558,537,low
27708,510,525,1296,539,1436,660,310,640,1654.5588,690.3845,564,556,low
27755,510,525,1296,539,1436,660,310,640,1384.4961,178.90248,1076,597,low
27825,510,525,1296,539,1436,660,310,640,-768.9689,7.5854077,767,564,low
27914,510,525,1296,539,1436,660,310,640,1381.455,242.33792,1165,614,low
27969,510,525,1296,539,1436,660,310,640,-856.67737,-81.99274,698,542,mid
29582,510,525,1296,539,1436,660,310,640,1853.5587,686.8384,549,564,low
29631,510,525,1296,539,1436,660,310,640,1530.9175,179.62749,1141,610,low
29700,510,525,1296,539,1436,660,310,640,-1038.0377,-58.813103,716,546,low
29756,510,525,1296,539,1436,660,310,640,196.38266,-3.4981213,839,531,low
29789,510,525,1296,539,1436,660,310,640,149.19708,115.18609,765,533,low
29819,510,525,1296,539,1436,660,310,640,-157.85678,19.081823,751,537,low
29847,510,525,1296,539,1436,660,310,640,14.260254,24.150928,773,542,low
29873,510,525,1296,539,1436,660,310,640,103.86822,36.041965,798,546,low
30253,510,525,1296,539,1436,660,310,640,1855.6423,452.9543,698,579,low
30308,510,525,1296,539,1436,660,310,640,1180.7043,111.40869,1209,622,low
31697,510,525,1296,539,1436,660,310,640,-2638.3079,602.0077,1229,634,low
31738,510,525,1296,539,1436,660,310,640,-1887.4268,-15.404178,657,576,low
31813,510,525,1296,539,1436,660,310,640,2050.9426,320.5449,1178,621,low
32608,510,525,1296,539,1436,660,310,640,1289.7542,256.14188,635,524,low
32666,510,525,1296,539,1436,660,310,640,843.6487,94.7996,1026,571,low
32720,510,525,1296,539,1436,660,310,640,633.0272,121.37978,1291,613,low
33373,510,525,1296,539,1436,660,310,640,-3404.043,620.6177,1324,634,low
33417,510,525,1296,539,1436,660,310,640,-2213.451,-139.35136,579,550,low
33481,510,525,1296,539,1436,660,310,640,1691.8004,118.3662,1377,612,mid
36359,510,525,1296,539,1436,660,310,640,1542.7219,596.37036,579,545,low
36406,510,525,1296,539,1436,660,310,640,1361.1606,143.7583,1092,594,low
36461,510,525,1296,539,1436,660,310,640,-1206.5005,112.4875,430,622,low
36518,510,525,1296,539,1436,660,310,640,1434.5145,-21.44221,1234,608,mid
37951,510,525,1296,539,1436,660,310,640,1715.7917,553.2988,633,535,low
37998,510,525,1296,539,1436,660,310,640,1441.718,101.520706,1179,570,low
38070,510,525,1296,539,1436,660,310,640,-1375.2147,63.13166,586,557,low
38175,510,525,1296,539,1436,660,310,640,2226.4746,166.0653,1286,600,mid
38217,510,525,1296,539,1436,660,310,640,-986.95465,286.0239,414,609,mid
40325,510,525,1296,539,1436,660,310,640,1377.6599,1175.2539,524,580,low
40401,510,525,1296,539,1436,660,310,640,853.6294,936.782,947,609,low
40466,510,525,1296,539,1436,660,310,640,635.74677,84.29493,1281,626,low
41723,510,525,1296,539,1436,660,310,640,-2435.205,390.0301,1169,613,low
41766,510,525,1296,539,1436,660,310,640,-1563.2903,-66.79533,701,544,low
41838,510,525,1296,539,1436,660,310,640,1121.0491,73.58487,1200,550,mid
41883,510,525,1296,539,1436,660,310,640,-908.1466,115.84295,530,521,high
42615,510,525,1296,539,1436,660,310,640,1412.7404,219.459,725,546,low
42675,510,525,1296,539,1436,660,310,640,758.50165,47.515434,1097,582,low
42729,510,525,1296,539,1436,660,310,640,641.36334,95.9713,1373,613,low
44189,510,525,1296,539,1436,660,310,640,-2168.296,758.6572,1240,637,low
44236,510,525,1296,539,1436,660,310,640,-1498.4738,-50.15464,689,582,low
44295,510,525,1296,539,1436,660,310,640,1071.8561,31.785246,1240,615,low
44341,510,525,1296,539,1436,660,310,640,-886.66693,32.064934,515,532,low
44391,510,525,1296,539,1436,660,310,640,1414.7737,204.65207,1384,621,mid
45665,510,525,1296,539,1436,660,310,640,-2101.1785,452.47223,1198,626,low
45721,510,525,1296,539,1436,660,310,640,-1070.4965,-66.382866,735,564,low
45767,510,525,1296,539,1436,660,310,640,-508.97623,53.80706,568,543,low
47114,510,525,1296,539,1436,660,310,640,1651.9856,522.44434,629,536,low
47160,510,525,1296,539,1436,660,310,640,1404.0979,109.68481,1149,573,low
48058,510,525,1296,539,1436,660,310,640,-1520.1709,947.1704,1200,586,low
48122,510,525,1296,539,1436,660,310,640,-1089.3086,19.39118,610,560,low
49222,510,525,1296,539,1436,660,310,640,1415.8506,574.6388,587,545,low
49265,510,525,1296,539,1436,660,310,640,1375.0225,165.94785,1063,601,low
49351,510,525,1296,539,1436,660,310,640,-1367.3817,45.513268,683,573,low
49430,510,525,1296,539,1436,660,310,640,1727.8762,369.23218,1147,640,low
49501,510,525,1296,539,1436,660,310,640,-988.5641,-80.04589,795,564,low
49588,510,525,1296,539,1436,660,310,640,1215.5446,261.00903,1131,588,low
69148,510,525,1296,539,1436,660,310,640,2881.5168,641.84406,484,568,low
69200,510,525,1296,539,1436,660,310,640,1651.0797,-35.9462,1170,545,low
69259,510,525,1296,539,1436,660,310,640,-1167.3008,144.83679,547,610,mid
69314,510,525,1296,539,1436,660,310,640,1023.93646,-44.667553,1183,556,mid
69360,510,525,1296,539,1436,660,310,640,-493.24753,212.15767,607,602,mid
69412,510,525,1296,539,1436,660,310,640,735.6789,21.474733,1200,549,mid
69457,510,525,1296,539,1436,660,310,640,-570.665,211.49792,526,599,mid
69505,510,525,1296,539,1436,660,310,640,650.32794,77.90784,1182,550,mid
69552,510,525,1296,539,1436,660,310,640,-640.10803,186.29839,535,588,mid
69602,510,525,1296,539,1436,660,310,640,835.49164,46.134758,1211,548,mid
69652,510,525,1296,539,1436,660,310,640,-686.2105,189.15942,620,594,low
69703,510,525,1296,539,1436,660,310,640,690.1883,42.62323,1183,548,mid
69763,510,525,1296,539,1436,660,310,640,-1071.3904,82.11914,617,593,mid
69809,510,525,1296,539,1436,660,310,640,388.50424,184.27231,1218,550,mid
69866,510,525,1296,539,1436,660,310,640,-1062.6066,124.67297,585,602,mid
69911,510,525,1296,539,1436,660,310,640,294.17108,164.4217,1191,553,mid
69972,510,525,1296,539,1436,660,310,640,-1294.9991,114.56555,525,612,mid
70019,510,525,1296,539,1436,660,310,640,636.44293,143.24335,1277,554,high
70080,510,525,1296,539,1436,660,310,640,-1828.3768,144.3884,341,622,low
70122,510,525,1296,539,1436,660,310,640,280.7687,216.69998,1143,568,low
70190,510,525,1296,539,1436,660,310,640,-1441.4607,218.87584,519,623,low
71184,510,525,1296,539,1436,660,310,640,-2069.6526,696.9541,1173,590,low
71231,510,525,1296,539,1436,660,310,640,-1667.3638,116.0628,529,604,low
71297,510,525,1296,539,1436,660,310,640,1353.3065,-60.69406,1150,562,low
71417,510,525,1296,539,1436,660,310,640,495.4295,221.00662,1147,573,low
71492,510,525,1296,539,1436,660,310,640,-3542.7612,429.95697,473,607,mid
71537,510,525,1296,539,1436,660,310,640,475.43478,150.17665,1165,555,mid
71603,510,525,1296,539,1436,660,310,640,-1347.4978,164.32858,552,597,mid
71652,510,525,1296,539,1436,660,310,640,575.0579,117.89323,1200,552,mid
71716,510,525,1296,539,1436,660,310,640,-1379.4087,158.7882,536,607,mid
71760,510,525,1296,539,1436,660,310,640,196.36017,178.57658,1131,554,low
71825,510,525,1296,539,1436,660,310,640,-1310.5886,141.29684,525,592,mid
71872,510,525,1296,539,1436,660,310,640,393.5089,171.97743,1178,556,mid
71937,510,525,1296,539,1436,660,310,640,-1380.4958,138.4764,546,588,mid
71984,510,525,1296,539,1436,660,310,640,318.48135,148.90298,1118,544,low
72050,510,525,1296,539,1436,660,310,640,-1215.8093,178.2564,577,589,mid
72108,510,525,1296,539,1436,660,310,640,922.5947,-59.131645,1099,557,low
72168,510,525,1296,539,1436,660,310,640,-1000.9841,78.82709,574,597,mid
72234,510,525,1296,539,1436,660,310,640,1409.508,-55.59802,1165,553,mid
72285,510,525,1296,539,1436,660,310,640,-818.6191,236.25136,515,618,mid
72351,510,525,1296,539,1436,660,310,640,1536.3788,-92.419846,1161,562,mid
72401,510,525,1296,539,1436,660,310,640,-483.12198,211.97511,602,605,low
72476,510,525,1296,539,1436,660,310,640,3633.6426,447.26685,1210,559,mid
72526,510,525,1296,539,1436,660,310,640,-726.09607,208.16534,544,612,mid
72596,510,525,1296,539,1436,660,310,640,1807.8158,-56.584057,1231,557,high
72642,510,525,1296,539,1436,660,310,640,-343.84686,231.8646,604,606,low
72712,510,525,1296,539,1436,660,310,640,1560.4073,-29.811308,1181,560,mid
73304,510,525,1296,539,1436,660,310,640,-2162.871,878.6196,1206,605,low
73354,510,525,1296,539,1436,660,310,640,-1717.869,169.18832,522,615,low
73440,510,525,1296,539,1436,660,310,640,3333.7998,-141.61357,1203,558,mid
73492,510,525,1296,539,1436,660,310,640,-838.54706,197.96692,582,617,low
73561,510,525,1296,539,1436,660,310,640,1465.1884,-44.381413,1145,562,mid
73613,510,525,1296,539,1436,660,310,640,-705.0129,163.04803,574,602,mid
73677,510,525,1296,539,1436,660,310,640,1307.7003,-80.22018,1166,556,mid
73727,510,525,1296,539,1436,660,310,640,-621.3728,187.99625,534,601,mid
73787,510,525,1296,539,1436,660,310,640,1176.5146,-108.38627,1153,564,mid
73836,510,525,1296,539,1436,660,310,640,-324.23074,196.94035,598,604,low
73898,510,525,1296,539,1436,660,310,640,1114.2083,-121.519714,1144,550,mid
73950,510,525,1296,539,1436,660,310,640,-865.68414,226.91286,441,624,mid
75212,510,525,1296,539,1436,660,310,640,-2810.8176,547.2196,1226,616,low
75256,510,525,1296,539,1436,660,310,640,-1796.5645,-59.79248,656,547,low
75308,510,525,1296,539,1436,660,310,640,855.68805,113.49396,1089,599,low
75362,510,525,1296,539,1436,660,310,640,-671.2888,-24.653816,637,535,low
75411,510,525,1296,539,1436,660,310,640,780.38434,205.77087,1178,610,low
75460,510,525,1296,539,1436,660,310,640,-744.97174,29.540436,582,534,mid
75505,510,525,1296,539,1436,660,310,640,747.5367,220.59157,1180,608,low
75552,510,525,1296,539,1436,660,310,640,-587.4192,65.37517,609,542,mid
75596,510,525,1296,539,1436,660,310,640,582.99567,213.35735,1176,614,low
75644,510,525,1296,539,1436,660,310,640,-642.67163,39.92084,574,537,mid
75687,510,525,1296,539,1436,660,310,640,629.0497,210.5004,1178,609,low
75731,510,525,1296,539,1436,660,310,640,-328.15317,93.29571,637,547,low
75775,510,525,1296,539,1436,660,310,640,383.8315,157.91884,1146,598,low
75824,510,525,1296,539,1436,660,310,640,-372.91458,37.14918,684,537,low
77046,510,525,1296,539,1436,660,310,640,-3010.796,513.61084,1210,623,low
77090,510,525,1296,539,1436,660,310,640,-1846.894,-89.538284,621,547,low
77143,510,525,1296,539,1436,660,310,640,1121.6691,155.755,1182,625,low
77186,510,525,1296,539,1436,660,310,640,-372.6134,118.493195,655,557,mid
77246,510,525,1296,539,1436,660,310,640,1096.865,98.454384,1200,625,low
77290,510,525,1296,539,1436,660,310,640,-570.4958,124.05296,594,548,mid
77345,510,525,1296,539,1436,660,310,640,1263.1676,152.44095,1303,624,mid
77389,510,525,1296,539,1436,660,310,640,-815.06287,97.90637,536,538,mid
77442,510,525,1296,539,1436,660,310,640,1415.1978,190.4092,1353,624,mid
77485,510,525,1296,539,1436,660,310,640,-782.14386,107.489174,568,540,mid
77537,510,525,1296,539,1436,660,310,640,1260.2887,189.09798,1330,614,mid
77584,510,525,1296,539,1436,660,310,640,-940.22656,69.62694,554,545,mid
77636,510,525,1296,539,1436,660,310,640,1247.69,211.69543,1302,624,mid
77677,510,525,1296,539,1436,660,310,640,-428.777,121.528404,620,545,mid
77731,510,525,1296,539,1436,660,310,640,1106.8331,177.5948,1274,626,mid
77780,510,525,1296,539,1436,660,310,640,-920.1308,28.59288,567,537,mid
77832,510,525,1296,539,1436,660,310,640,1255.1796,185.11392,1299,609,mid
77878,510,525,1296,539,1436,660,310,640,-784.8172,72.963806,596,534,mid
77930,510,525,1296,539,1436,660,310,640,1204.8058,242.97177,1320,636,mid
79069,510,525,1296,539,1436,660,310,640,2214.9685,740.3423,569,534,low
79114,510,525,1296,539,1436,660,310,640,1925.3802,279.86838,1246,610,low
79170,510,525,1296,539,1436,660,310,640,-1099.2485,-59.756065,643,545,low
79236,510,525,1296,539,1436,660,310,640,1079.7897,159.75082,1113,600,low
79291,510,525,1296,539,1436,660,310,640,-699.62317,-16.016577,659,545,low
79404,510,525,1296,539,1436,660,310,640,-33.54556,237.98235,846,629,low
